id,unique_count
76642,15
39624,15
58019,15
78482,15
32512,15
6009,15
28349,15
52050,15
41580,15
17498,15
25572,15
22008,15
58118,15
16671,15
68532,15
30092,15
13845,15
25884,15
73578,15
63672,15
39476,15
49931,15
17782,15
64214,15
29910,15
23859,15
1280,15
28097,15
15886,15
45494,15
45447,15
9875,15
36562,15
28000,15
28854,15
70598,15
53332,15
25508,15
33361,15
48028,15
57060,15
71622,15
13530,15
52620,15
4211,15
71239,15
3846,15
73486,15
20114,15
30268,15
68040,15
47436,15
23910,15
37390,15
11318,15
30252,15
14693,15
57902,15
22128,15
70122,15
22914,15
31782,15
52500,15
65564,15
8384,15
24559,15
17226,15
68364,15
42758,15
67188,15
18758,15
73877,15
65387,15
27026,15
56638,15
34992,15
10470,15
77282,15
74261,15
37422,15
38122,15
8288,15
23762,15
1604,15
17751,14
33161,14
17094,14
6657,14
43418,14
71491,14
72665,14
27176,14
68204,14
4782,14
15420,14
80100,14
52708,14
37526,14
22323,14
48036,14
32933,14
36746,14
61760,14
54580,14
65541,14
24786,14
28316,14
34260,14
23770,14
15630,14
49782,14
36642,14
70462,14
41021,14
43692,14
26806,14
17402,14
62618,14
67384,14
73280,14
61504,14
57619,14
42807,14
53396,14
46946,14
60326,14
33420,14
1296,14
396,14
43822,14
26588,14
64094,14
51263,14
35120,14
59208,14
30834,14
55373,14
55542,14
61145,14
28628,14
62120,14
29962,14
41336,14
2954,14
13634,14
50502,14
29334,14
40020,14
10894,14
68136,14
48377,14
33514,14
47276,14
76286,14
57254,14
13001,14
63843,14
69278,14
11875,14
44566,14
12920,14
37194,14
60525,14
14924,14
57182,14
68548,14
70986,14
59192,14
68902,14
37991,14
24698,14
78235,14
46661,14
39436,14
60246,14
22498,14
25042,14
16730,14
50926,14
26882,14
32216,14
71470,14
29455,14
53884,14
28797,14
43914,14
23739,14
71419,14
55958,14
56110,14
76658,14
10347,14
79584,14
25210,14
62866,14
79236,14
38746,14
60231,14
2758,14
13344,14
60366,14
36662,14
6854,14
61856,14
12564,14
16386,14
18912,14
70094,14
7097,14
67027,14
52884,14
58758,14
23078,14
19320,14
6823,14
63636,14
35088,14
57854,14
10304,14
34872,14
26037,14
23500,14
29951,14
4283,14
20456,14
41564,14
17655,14
11310,14
27212,14
18398,14
69431,14
55854,14
47112,14
68765,14
3516,14
47293,14
52828,14
41228,14
33562,14
22147,14
23493,14
36051,14
10022,14
26613,14
51391,14
66,14
49531,14
33272,14
71338,14
4146,14
6778,14
54584,14
20740,14
24378,14
21704,14
49514,14
29722,14
67712,14
60860,14
66180,14
20138,14
2567,14
29926,14
53675,14
67201,14
33490,14
40848,14
50994,14
50208,14
78635,14
4186,14
50066,14
39532,14
53836,14
77415,14
77072,14
75008,14
19112,14
12309,14
69206,14
348,14
29070,14
26200,14
53555,14
45961,14
50276,14
66020,14
5856,14
74732,14
79060,14
16306,14
47625,14
24239,14
67124,14
66974,14
72880,14
356,14
3166,14
68164,14
70079,14
26244,14
33972,14
45359,14
40949,14
40,14
18198,14
11586,14
37550,14
77606,14
34172,14
33248,14
11835,14
20206,14
36010,14
5633,14
24142,14
5480,14
76814,14
66894,14
48720,14
35947,14
33558,14
6072,14
24331,14
46213,14
70126,14
51463,14
35586,14
37746,14
19048,14
26692,14
75297,14
22982,14
56166,14
36530,14
50156,14
61308,14
5303,14
64695,14
77622,14
19328,14
42486,14
55444,14
20988,14
46204,14
69398,14
48697,14
72816,14
15839,14
12380,14
10575,14
3388,14
47477,14
14236,14
12220,14
45255,14
34816,14
13551,14
68160,14
8760,14
27160,14
28112,14
23130,14
50232,14
45406,14
75424,14
59968,14
54216,14
26353,14
43521,14
73646,14
17570,14
68879,14
7212,14
14493,14
53916,14
43750,14
29554,14
63744,14
61936,14
56574,14
72094,14
12548,14
22386,14
6890,14
72696,14
59945,14
39705,14
2834,14
45824,14
64763,14
37974,14
1708,14
75578,14
22490,14
71670,14
26165,14
25227,14
20984,14
25485,14
77215,14
26842,14
32980,14
21472,14
37566,14
23390,14
67232,14
1861,14
71110,14
64578,14
71402,14
30867,14
46982,14
59764,14
24474,14
37146,14
72257,14
61905,14
56046,14
46894,14
20078,14
37174,14
67472,14
39537,14
57126,14
38322,14
46958,14
40370,14
39084,14
64530,14
7972,14
53634,14
31654,14
44098,14
11506,14
70172,14
9306,14
17546,14
3102,14
22354,14
13244,14
873,14
13281,14
8729,14
73750,14
73304,14
56527,14
70304,14
70978,14
13756,14
79204,14
17166,14
30006,14
79712,14
2326,14
79445,14
17394,14
1400,14
33812,14
45816,14
6537,14
24759,14
13499,14
24687,14
333,14
12372,14
66204,14
32161,14
22546,14
39816,14
79841,14
29802,14
71542,14
67633,14
32760,14
25476,14
36758,14
3206,14
31830,14
53590,14
49999,14
75986,14
34004,14
26257,14
60756,14
60186,14
22934,14
26532,14
66684,14
79196,14
69714,14
56666,14
58270,14
64514,14
808,14
28276,14
23798,14
40266,14
27408,14
54780,14
60620,14
36462,14
21600,14
10141,14
43010,14
825,14
70380,14
39356,14
26918,14
38154,14
9858,14
908,14
50368,14
65581,14
30184,14
43620,14
3319,14
51931,14
38579,14
55332,14
72206,14
64126,14
63755,14
53607,14
68796,14
49219,14
46782,14
12833,14
55404,14
56286,14
22081,14
42502,14
67084,14
16054,14
47697,14
50014,13
7980,13
56928,13
34684,13
22314,13
58454,13
67156,13
25780,13
3222,13
28910,13
182,13
35675,13
49898,13
28926,13
13676,13
23680,13
48808,13
24394,13
13685,13
23310,13
78466,13
38022,13
47168,13
63854,13
77734,13
53168,13
69030,13
206,13
43138,13
41296,13
43676,13
8,13
33670,13
10394,13
54000,13
3424,13
22033,13
79893,13
66808,13
74309,13
22096,13
62714,13
66472,13
51035,13
60692,13
37842,13
30550,13
77946,13
19208,13
31134,13
48656,13
69666,13
42044,13
44202,13
30498,13
77599,13
62177,13
68101,13
33144,13
24670,13
68868,13
29166,13
14160,13
57167,13
66313,13
62918,13
74844,13
61225,13
22827,13
79324,13
24890,13
64046,13
65836,13
40564,13
54112,13
70027,13
56222,13
53317,13
78514,13
1772,13
54240,13
22802,13
4231,13
53269,13
11386,13
25964,13
67616,13
78562,13
41117,13
52106,13
64378,13
37998,13
20024,13
11294,13
77950,13
50958,13
43536,13
58799,13
78867,13
54729,13
54740,13
29806,13
12896,13
20732,13
14056,13
4010,13
66704,13
52138,13
43556,13
78810,13
10455,13
14232,13
56742,13
43600,13
3485,13
64798,13
55244,13
78893,13
63556,13
43898,13
48176,13
72728,13
5438,13
43354,13
