generation, latency, ar
11, 23.0, 0.0625
12, 33.0, 0.5
12, 33.0, 0.5
12, 33.0, 0.5
12, 33.0, 0.5
12, 30.0, 0.28125
12, 30.0, 0.28125
12, 30.0, 0.28125
12, 30.0, 0.28125
12, 30.0, 0.28125
12, 27.0, 0.15625
12, 27.0, 0.15625
12, 27.0, 0.15625
12, 27.0, 0.15625
12, 27.0, 0.15625
12, 27.0, 0.15625
12, 23.0, 0.0625
12, 23.0, 0.0625
12, 23.0, 0.0625
12, 23.0, 0.0625
12, 23.0, 0.0625
12, 23.0, 0.0625
12, 23.0, 0.0625
12, 23.0, 0.0625
12, 23.0, 0.0625
12, 23.0, 0.0625
13, 33.0, 0.5
13, 33.0, 0.5
13, 33.0, 0.5
13, 33.0, 0.5
13, 33.0, 0.5
13, 30.0, 0.28125
13, 30.0, 0.28125
13, 30.0, 0.28125
13, 30.0, 0.28125
13, 30.0, 0.28125
13, 30.0, 0.28125
13, 25.0, 0.15625
13, 23.0, 0.0625
13, 23.0, 0.0625
13, 23.0, 0.0625
13, 23.0, 0.0625
13, 23.0, 0.0625
13, 23.0, 0.0625
13, 23.0, 0.0625
13, 23.0, 0.0625
13, 23.0, 0.0625
13, 23.0, 0.0625
13, 23.0, 0.0625
14, 33.0, 0.5
14, 33.0, 0.5
14, 33.0, 0.5
14, 33.0, 0.5
14, 33.0, 0.5
14, 33.0, 0.5
14, 30.0, 0.28125
14, 30.0, 0.28125
14, 30.0, 0.28125
14, 30.0, 0.28125
14, 30.0, 0.28125
14, 30.0, 0.28125
14, 30.0, 0.28125
14, 25.0, 0.15625
14, 25.0, 0.15625
14, 23.0, 0.0625
14, 23.0, 0.0625
14, 23.0, 0.0625
14, 23.0, 0.0625
14, 23.0, 0.0625
14, 23.0, 0.0625
14, 23.0, 0.0625
14, 23.0, 0.0625
14, 23.0, 0.0625
14, 23.0, 0.0625
14, 23.0, 0.0625
14, 23.0, 0.0625
15, 33.0, 0.5
15, 33.0, 0.5
15, 33.0, 0.5
15, 33.0, 0.5
15, 33.0, 0.5
15, 33.0, 0.5
15, 33.0, 0.5
15, 29.0, 0.28125
15, 25.0, 0.15625
15, 25.0, 0.15625
15, 25.0, 0.15625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
15, 23.0, 0.0625
